,buyEnd,buyStart,date,sellEnd,sellStart
717,4.9670,4.9659,2016-05-18,5.0110,5.0099
718,4.9634,4.9690,2016-05-17,5.0074,5.0130
719,4.9724,4.9580,2016-05-16,5.0164,5.0020
720,4.9610,4.9544,2016-05-13,5.0050,4.9984
721,4.9534,4.9591,2016-05-12,4.9974,5.0031
722,4.9527,4.9509,2016-05-11,4.9967,4.9949
723,4.9490,4.9419,2016-05-10,4.9930,4.9859
724,4.9493,4.9473,2016-05-09,4.9933,4.9913
725,4.9507,4.9423,2016-05-06,4.9947,4.9863
726,4.9475,4.9478,2016-05-05,4.9915,4.9918
727,4.9469,4.9479,2016-05-04,4.9909,4.9919
728,4.9425,4.9468,2016-05-03,4.9865,4.9908
729,4.9480,4.9545,2016-04-29,4.9920,4.9985
730,4.9510,4.9435,2016-04-28,4.9950,4.9875
731,4.9495,4.9493,2016-04-27,4.9935,4.9933
732,4.9485,4.9541,2016-04-26,4.9925,4.9981
733,4.9485,4.9511,2016-04-25,4.9925,4.9951
734,4.9541,4.9582,2016-04-22,4.9981,5.0022
735,4.9597,4.9494,2016-04-21,5.0037,4.9934
736,4.9567,4.9510,2016-04-20,5.0007,4.9950
737,4.9576,4.9662,2016-04-19,5.0016,5.0102
738,4.9693,4.9667,2016-04-18,5.0133,5.0107
739,4.9591,4.9653,2016-04-15,5.0031,5.0093
740,4.9667,4.9666,2016-04-14,5.0107,5.0106
741,4.9668,4.9760,2016-04-13,5.0108,5.0200
742,4.9804,4.9785,2016-04-12,5.0244,5.0225
743,4.9763,4.9850,2016-04-11,5.0203,5.0290
