,buyEnd,buyStart,date,sellEnd,sellStart
479,20.7110,20.6000,2017-05-05,20.9110,20.8000
480,20.5760,20.6020,2017-05-04,20.7760,20.8020
481,20.7520,20.8040,2017-05-03,20.9520,21.0040
482,20.6860,20.7830,2017-05-02,20.8860,20.9830
483,20.6300,20.6380,2017-04-28,20.8300,20.8380
484,20.7070,20.6840,2017-04-27,20.9070,20.8840
485,20.6750,20.8360,2017-04-26,20.8750,21.0360
486,20.8600,21.1040,2017-04-25,21.0600,21.3040
487,21.1800,21.2310,2017-04-24,21.3800,21.4310
488,21.1870,21.1440,2017-04-21,21.3870,21.3440
489,21.2740,21.3210,2017-04-20,21.4740,21.5210
490,21.2440,21.2980,2017-04-19,21.4440,21.4980
491,21.2160,21.1730,2017-04-18,21.4160,21.3730
492,21.1620,21.2400,2017-04-17,21.3620,21.4400
493,21.1390,21.1450,2017-04-14,21.3390,21.3450
494,21.1360,21.1580,2017-04-13,21.3360,21.3580
495,21.0990,21.2150,2017-04-12,21.2990,21.4150
496,21.1960,21.2040,2017-04-11,21.3960,21.4040
497,21.1770,21.1310,2017-04-10,21.3770,21.3310
498,21.2430,21.1950,2017-04-07,21.4430,21.3950
499,21.2070,21.0860,2017-04-06,21.4070,21.2860
500,21.1170,21.1040,2017-04-05,21.3170,21.3040
501,21.0760,21.0960,2017-03-31,21.2760,21.2960
502,21.1670,21.1680,2017-03-30,21.3670,21.3680
503,21.1470,21.0520,2017-03-29,21.3470,21.2520
504,21.0610,21.2030,2017-03-28,21.2610,21.4030
505,21.2250,21.3290,2017-03-27,21.4250,21.5290
506,21.2480,21.3250,2017-03-24,21.4480,21.5250
507,21.3770,21.3110,2017-03-23,21.5770,21.5110
508,21.3640,21.3460,2017-03-22,21.5640,21.5460
509,21.3220,21.4050,2017-03-21,21.5220,21.6050
510,21.4170,21.3960,2017-03-20,21.6170,21.5960
511,21.3160,21.3020,2017-03-17,21.5160,21.5020
512,21.4550,21.4090,2017-03-16,21.6550,21.6090
513,21.3200,21.3390,2017-03-15,21.5200,21.5390
514,21.2520,21.3190,2017-03-14,21.4520,21.5190
515,21.3660,21.2760,2017-03-13,21.5660,21.4760
516,21.3490,21.3250,2017-03-10,21.5490,21.5250
517,21.3060,21.2870,2017-03-09,21.5060,21.4870
518,21.3310,21.3860,2017-03-08,21.5310,21.5860
519,21.4650,21.5220,2017-03-07,21.6650,21.7220
520,21.6560,21.6470,2017-03-06,21.8560,21.8470
521,21.7130,21.7000,2017-03-03,21.9130,21.9000
522,21.8610,21.9000,2017-03-02,22.0610,22.1000
523,21.8250,21.8430,2017-03-01,22.0250,22.0430
524,22.0740,22.0670,2017-02-24,22.2740,22.2670
525,22.0730,22.0180,2017-02-23,22.2730,22.2180
526,21.9550,21.9020,2017-02-22,22.1550,22.1020
527,21.9090,21.9420,2017-02-21,22.1090,22.1420
528,22.0220,22.0270,2017-02-20,22.2220,22.2270
529,22.0690,22.0530,2017-02-18,22.2690,22.2530
530,22.0220,22.1170,2017-02-17,22.2220,22.3170
531,22.1630,22.0940,2017-02-16,22.3630,22.2940
532,21.9620,21.9830,2017-02-15,22.1620,22.1830
533,22.0590,22.1500,2017-02-14,22.2590,22.3500
534,22.2850,22.2390,2017-02-13,22.4850,22.4390
535,22.2100,22.2560,2017-02-10,22.4100,22.4560
536,22.2670,22.4070,2017-02-09,22.4670,22.6070
537,22.6040,22.5740,2017-02-08,22.8040,22.7740
538,22.5840,22.4810,2017-02-07,22.7840,22.6810
539,22.5180,22.4870,2017-02-06,22.7180,22.6870
540,22.4780,22.5150,2017-02-03,22.6780,22.7150
541,22.5700,22.7100,2017-02-02,22.7700,22.9100
542,22.6960,22.7010,2017-01-26,22.8960,22.9010
543,22.5760,22.6650,2017-01-25,22.7760,22.8650
544,22.5560,22.6450,2017-01-24,22.7560,22.8450
545,22.5460,22.5330,2017-01-23,22.7460,22.7330
546,22.5690,22.6120,2017-01-20,22.7690,22.8120
547,22.4880,22.4750,2017-01-19,22.6880,22.6750
548,22.6580,22.5580,2017-01-18,22.8580,22.7580
549,22.5540,22.4240,2017-01-17,22.7540,22.6240
550,22.3530,22.4060,2017-01-16,22.5530,22.6060
551,22.4110,22.4130,2017-01-13,22.6110,22.6130
552,22.4550,22.3030,2017-01-12,22.6550,22.5030
553,22.2320,22.2480,2017-01-11,22.4320,22.4480
554,22.3020,22.3840,2017-01-10,22.5020,22.5840
555,22.2670,22.2340,2017-01-09,22.4670,22.4340
556,22.2900,22.2990,2017-01-06,22.4900,22.4990
557,22.2480,22.3830,2017-01-05,22.4480,22.5830
558,22.2690,22.1630,2017-01-04,22.4690,22.3630
559,22.3000,22.3130,2017-01-03,22.5000,22.5130
560,22.3100,22.4010,2016-12-30,22.5100,22.6010
561,22.3330,22.2760,2016-12-29,22.5330,22.4760
562,22.2570,22.1820,2016-12-28,22.4570,22.3820
563,22.1700,22.0780,2016-12-27,22.3700,22.2780
564,22.1070,22.0270,2016-12-26,22.3070,22.2270
565,22.1080,22.0490,2016-12-23,22.3080,22.2490
566,22.0300,22.0360,2016-12-22,22.2300,22.2360
567,22.0550,22.0650,2016-12-21,22.2550,22.2650
568,22.0590,22.0580,2016-12-20,22.2590,22.2580
569,22.1930,22.1840,2016-12-19,22.3930,22.3840
570,22.3500,22.3820,2016-12-16,22.5500,22.5820
571,22.4970,22.5680,2016-12-15,22.6970,22.7680
572,22.8370,22.7860,2016-12-14,23.0370,22.9860
573,22.7700,22.7760,2016-12-13,22.9700,22.9760
574,22.6700,22.7010,2016-12-12,22.8700,22.9010
575,22.7300,22.7770,2016-12-09,22.9300,22.9770
576,22.7890,22.8450,2016-12-08,22.9890,23.0450
577,22.5810,22.6580,2016-12-07,22.7810,22.8580
578,22.6860,22.7240,2016-12-06,22.8860,22.9240
579,22.6270,22.5270,2016-12-05,22.8270,22.7270
580,22.5240,22.4990,2016-12-02,22.7240,22.6990
581,22.5030,22.5450,2016-12-01,22.7030,22.7450
582,22.6920,22.6090,2016-11-30,22.8920,22.8090
583,22.4720,22.4090,2016-11-29,22.6720,22.6090
584,22.4570,22.3690,2016-11-28,22.6570,22.5690
585,22.3610,22.2640,2016-11-25,22.5610,22.4640
586,22.1690,22.2900,2016-11-24,22.3690,22.4900
587,22.4120,22.4630,2016-11-23,22.6120,22.6630
588,22.4540,22.4660,2016-11-22,22.6540,22.6660
589,22.3500,22.3680,2016-11-21,22.5500,22.5680
590,22.3740,22.3670,2016-11-18,22.5740,22.5670
591,22.5010,22.4810,2016-11-17,22.7010,22.6810
592,22.4540,22.4800,2016-11-16,22.6540,22.6800
593,22.5620,22.6550,2016-11-15,22.7620,22.8550
594,22.5560,22.4620,2016-11-14,22.7560,22.6620
595,22.7410,22.7730,2016-11-11,22.9410,22.9730
596,22.8720,22.8950,2016-11-10,23.0720,23.0950
597,22.8930,23.1470,2016-11-09,23.0930,23.3470
598,23.0080,22.9950,2016-11-08,23.2080,23.1950
599,22.9020,22.9550,2016-11-07,23.1020,23.1550
600,22.9190,22.9530,2016-11-04,23.1190,23.1530
601,22.8760,22.8660,2016-11-03,23.0760,23.0660
602,22.7670,22.6890,2016-11-02,22.9670,22.8890
603,22.5220,22.4940,2016-11-01,22.7220,22.6940
604,22.4530,22.5000,2016-10-31,22.6530,22.7000
605,22.4650,22.4860,2016-10-28,22.6650,22.6860
606,22.5460,22.5070,2016-10-27,22.7460,22.7070
607,22.5570,22.5330,2016-10-26,22.7570,22.7330
608,22.4930,22.5200,2016-10-25,22.6930,22.7200
609,22.6160,22.5510,2016-10-24,22.8160,22.7510
610,22.5750,22.5940,2016-10-21,22.7750,22.7940
611,22.6590,22.6920,2016-10-20,22.8590,22.8920
612,22.6090,22.7300,2016-10-19,22.8090,22.9300
613,22.6780,22.7080,2016-10-18,22.8780,22.9080
614,22.4910,22.3940,2016-10-17,22.6910,22.5940
615,22.3820,22.4250,2016-10-14,22.5820,22.6250
616,22.2690,22.2110,2016-10-13,22.4690,22.4110
617,22.2880,22.2740,2016-10-12,22.4880,22.4740
618,22.2790,22.2830,2016-10-11,22.4790,22.4830
619,22.3490,22.3340,2016-10-07,22.5490,22.5340
620,22.3570,22.3490,2016-10-06,22.5570,22.5490
621,22.4330,22.4740,2016-10-05,22.6330,22.6740
622,22.7230,22.7880,2016-10-04,22.9230,22.9880
623,22.7010,22.6720,2016-10-03,22.9010,22.8720
624,22.6510,22.6030,2016-09-30,22.8510,22.8030
625,22.7070,22.7100,2016-09-29,22.9070,22.9100
626,22.9070,22.7340,2016-09-27,23.1070,22.9340
627,22.6320,22.6040,2016-09-26,22.8320,22.8040
628,22.6350,22.7980,2016-09-23,22.8350,22.9980
629,22.9230,22.8840,2016-09-22,23.1230,23.0840
630,22.8910,22.8610,2016-09-21,23.0910,23.0610
631,22.9500,22.8770,2016-09-20,23.1500,23.0770
632,22.8680,22.9980,2016-09-19,23.0680,23.1980
633,22.9270,22.9690,2016-09-14,23.1270,23.1690
634,23.0980,23.1570,2016-09-13,23.2980,23.3570
635,23.0550,23.1730,2016-09-12,23.2550,23.3730
636,23.0020,23.0820,2016-09-10,23.2020,23.2820
637,23.1190,23.1150,2016-09-09,23.3190,23.3150
638,23.2740,23.2370,2016-09-08,23.4740,23.4370
639,23.1340,23.0800,2016-09-07,23.3340,23.2800
640,22.9830,22.8970,2016-09-06,23.1830,23.0970
641,22.9840,23.0110,2016-09-05,23.1840,23.2110
642,22.9980,22.9760,2016-09-02,23.1980,23.1760
643,22.9190,22.9180,2016-09-01,23.1190,23.1180
644,22.8680,22.8780,2016-08-31,23.0680,23.0780
645,22.8410,22.9170,2016-08-30,23.0410,23.1170
646,22.8840,22.8820,2016-08-29,23.0840,23.0820
647,23.0750,23.0540,2016-08-26,23.2750,23.2540
648,23.0420,23.1840,2016-08-25,23.2420,23.3840
649,23.0600,23.0400,2016-08-24,23.2600,23.2400
650,23.1270,23.0670,2016-08-23,23.3270,23.2670
651,22.9450,22.8150,2016-08-22,23.1450,23.0150
652,22.8490,22.7520,2016-08-19,23.0490,22.9520
653,22.7640,22.6820,2016-08-18,22.9640,22.8820
654,22.7340,22.7310,2016-08-17,22.9340,22.9310
655,22.6620,22.4710,2016-08-16,22.8620,22.6710
656,22.4830,22.4430,2016-08-15,22.6830,22.6430
657,22.5040,22.4390,2016-08-12,22.7040,22.6390
658,22.5840,22.6260,2016-08-11,22.7840,22.8260
659,22.3750,22.4190,2016-08-10,22.5750,22.6190
660,22.3170,22.4350,2016-08-09,22.5170,22.6350
661,22.3560,22.4090,2016-08-08,22.5560,22.6090
662,22.6480,22.6550,2016-08-05,22.8480,22.8550
663,22.6110,22.6270,2016-08-04,22.8110,22.8270
664,22.7260,22.7800,2016-08-03,22.9260,22.9800
665,22.7740,22.5870,2016-08-02,22.9740,22.7870
666,22.6880,22.8590,2016-08-01,22.8880,23.0590
667,22.5190,22.6050,2016-07-29,22.7190,22.8050
668,22.6170,22.6260,2016-07-28,22.8170,22.8260
669,22.4630,22.5330,2016-07-27,22.6630,22.7330
670,22.5420,22.3660,2016-07-26,22.7420,22.5660
671,22.3550,22.2630,2016-07-25,22.5550,22.4630
672,22.3280,22.2990,2016-07-22,22.5280,22.4990
673,22.2770,22.2420,2016-07-21,22.4770,22.4420
674,22.4690,22.4070,2016-07-20,22.6690,22.6070
675,22.3490,22.4150,2016-07-19,22.5490,22.6150
676,22.6790,22.5490,2016-07-18,22.8790,22.7490
677,22.8700,22.8500,2016-07-15,23.0700,23.0500
678,23.0730,23.2980,2016-07-14,23.2730,23.4980
679,23.2560,23.3450,2016-07-13,23.4560,23.5450
680,23.4230,23.2090,2016-07-12,23.6230,23.4090
681,23.2380,23.4000,2016-07-11,23.4380,23.6000
682,23.1830,23.0120,2016-07-07,23.3830,23.2120
683,22.9130,22.9240,2016-07-06,23.1130,23.1240
684,23.1560,23.1170,2016-07-05,23.3560,23.3170
685,23.0340,23.0590,2016-07-04,23.2340,23.2590
686,22.9690,22.9340,2016-07-01,23.1690,23.1340
687,22.7930,22.8680,2016-06-30,22.9930,23.0680
688,22.8290,22.7790,2016-06-29,23.0290,22.9790
689,22.8500,22.7440,2016-06-28,23.0500,22.9440
690,22.9500,22.9360,2016-06-27,23.1500,23.1360
691,22.7300,23.0640,2016-06-24,22.9300,23.2640
692,23.0730,22.9550,2016-06-23,23.2730,23.1550
693,22.9140,22.8710,2016-06-22,23.1140,23.0710
694,22.9170,22.8670,2016-06-21,23.1170,23.0670
695,22.8370,22.7800,2016-06-20,23.0370,22.9800
696,22.7220,22.7660,2016-06-17,22.9220,22.9660
697,22.7100,22.8230,2016-06-16,22.9100,23.0230
698,22.6980,22.5300,2016-06-15,22.8980,22.7300
699,22.6900,22.7540,2016-06-14,22.8900,22.9540
700,22.8180,22.7320,2016-06-13,23.0180,22.9320
701,22.4140,22.3880,2016-06-08,22.6140,22.5880
702,22.3220,22.2720,2016-06-07,22.5220,22.4720
703,22.3590,22.3810,2016-06-06,22.5590,22.5810
704,22.5070,22.3290,2016-06-04,22.7070,22.5290
705,22.2050,22.1190,2016-06-03,22.4050,22.3190
706,22.0760,22.1160,2016-06-02,22.2760,22.3160
707,22.0970,22.0470,2016-06-01,22.2970,22.2470
708,21.7900,21.8090,2016-05-31,21.9900,22.0090
709,21.7410,21.6990,2016-05-30,21.9410,21.8990
710,21.7900,21.8570,2016-05-27,21.9900,22.0570
711,21.7440,21.7810,2016-05-26,21.9440,21.9810
712,21.9150,21.9270,2016-05-25,22.1150,22.1270
713,21.8500,21.9170,2016-05-24,22.0500,22.1170
714,22.0660,22.0670,2016-05-23,22.2660,22.2670
715,22.0370,22.0410,2016-05-20,22.2370,22.2410
716,22.0330,21.9990,2016-05-19,22.2330,22.1990
717,22.0320,22.0630,2016-05-18,22.2320,22.2630
718,22.1050,22.0560,2016-05-17,22.3050,22.2560
719,22.0900,21.9770,2016-05-16,22.2900,22.1770
720,22.0720,22.0950,2016-05-13,22.2720,22.2950
721,22.1170,22.1070,2016-05-12,22.3170,22.3070
722,22.0050,22.0280,2016-05-11,22.2050,22.2280
723,21.8160,21.7750,2016-05-10,22.0160,21.9750
724,21.9970,22.0440,2016-05-09,22.1970,22.2440
725,22.0820,22.1820,2016-05-06,22.2820,22.3820
726,22.1980,22.1750,2016-05-05,22.3980,22.3750
727,22.1420,22.2840,2016-05-04,22.3420,22.4840
728,22.5350,22.5690,2016-05-03,22.7350,22.7690
729,22.3530,22.3740,2016-04-29,22.5530,22.5740
730,22.3910,22.2250,2016-04-28,22.5910,22.4250
731,22.1100,22.1770,2016-04-27,22.3100,22.3770
732,22.1830,22.1310,2016-04-26,22.3830,22.3310
733,22.1350,22.0700,2016-04-25,22.3350,22.2700
734,22.1630,22.2670,2016-04-22,22.3630,22.4670
735,22.4100,22.3630,2016-04-21,22.6100,22.5630
736,22.5080,22.4640,2016-04-20,22.7080,22.6640
737,22.5310,22.4730,2016-04-19,22.7310,22.6730
738,22.3120,22.1930,2016-04-18,22.5120,22.3930
739,22.2440,22.1180,2016-04-15,22.4440,22.3180
740,22.1340,22.2360,2016-04-14,22.3340,22.4360
741,22.2510,22.3300,2016-04-13,22.4510,22.5300
742,22.1700,22.1160,2016-04-12,22.3700,22.3160
743,21.9800,21.9820,2016-04-11,22.1800,22.1820
